City Name,State,Population,lat,lng
Concord,New Hampshire,25,43.2305,-71.5595
Conway,New Hampshire,105,43.9784926,-71.1205372
Conway,New Hampshire,480,43.9784926,-71.1205372
Atkinson,New Hampshire,485,42.8384221,-71.1470037
Danville,New Hampshire,124,42.9125877,-71.124504
East Hampstead,New Hampshire,390,42.8910542,-71.1425197
East Hampstead,New Hampshire,200,42.8910542,-71.1425197
Hillsborough,New Hampshire,25,42.9373379,-71.751376
Derry,New Hampshire,80,42.8808677,-71.3264492
Derry,New Hampshire,50,42.8808677,-71.3264492
Windham,New Hampshire,127,42.8006441,-71.304229
Derry,New Hampshire,140,42.8808677,-71.3264492
Derry,New Hampshire,200,42.8808677,-71.3264492
Salem,New Hampshire,25,42.7884226,-71.2008933
Lakewood,New Hampshire,65,43.48136352994549,-71.4615003042505
Durham,New Hampshire,50,43.134564,-70.927048
Durham,New Hampshire,167,43.134564,-70.927048
Atkinson,New Hampshire,248,42.8384221,-71.1470037
Exeter,New Hampshire,93,42.981477,-70.9478343
East Kingston,New Hampshire,168,42.925644,-71.0167243
Epping,New Hampshire,1600,43.0394461,-71.0730253
Epping,New Hampshire,53,43.0394461,-71.0730253
Hampton,New Hampshire,100,42.9417199,-70.8378746
Hampton,New Hampshire,47,42.9417199,-70.8378746
Manchester,New Hampshire,36,42.9848,-71.4447
Epsom,New Hampshire,350,43.223191,-71.332169
Epsom,New Hampshire,68,43.223191,-71.332169
Epsom,New Hampshire,240,43.223191,-71.332169
Manchester,New Hampshire,100,42.9848,-71.4447
Exeter,New Hampshire,12236,42.981477,-70.9478343
Exeter,New Hampshire,980,42.981477,-70.9478343
Exeter,New Hampshire,30,42.981477,-70.9478343
New Ipswich,New Hampshire,32,42.7481421,-71.8542429
Francestown,New Hampshire,130,42.9895,-71.8141
Moultonborough,New Hampshire,1440,43.7552444,-71.396024
Moultonborough,New Hampshire,98,43.7552444,-71.396024
N Quincy,New Hampshire,125,43.7875712,-71.7745246
Gilford,New Hampshire,150,43.54805,-71.407013
Swanzey,New Hampshire,62,42.8742651,-72.2815335
Bedford,New Hampshire,105,42.9464737,-71.5159015
Goffstown,New Hampshire,115,43.020445,-71.600257
Manchester,New Hampshire,48,42.9848,-71.4447
Greenville,New Hampshire,472,42.7673087,-71.8122977
Deerfield,New Hampshire,73,43.1301713,-71.238819
Atkinson,New Hampshire,6953,42.8384221,-71.1470037
North Hampton,New Hampshire,190,42.9689814,-70.8359489
Henniker,New Hampshire,70,43.1797486,-71.8225254
Northwood,New Hampshire,1300,43.194664,-71.151581
Hillsborough,New Hampshire,28,42.9373379,-71.751376
Hollis,New Hampshire,980,42.7431621,-71.591333
Manchester,New Hampshire,200,42.9848,-71.4447
Derry,New Hampshire,55,42.8808677,-71.3264492
Nashua,New Hampshire,80,42.7491,-71.491
Amherst,New Hampshire,30,42.8642874,-71.6252484
Concord,New Hampshire,63,43.2305,-71.5595
Contoocook,New Hampshire,300,43.2232,-71.7129
Nashua,New Hampshire,220,42.7491,-71.491
Hudson,New Hampshire,96,42.7655784,-71.4393423
Glen,New Hampshire,43,44.1105541,-71.1818781
Kensington,New Hampshire,180,42.9283343,-70.9434892
Kingston,New Hampshire,378,42.9364768,-71.0533918
Portland,New Hampshire,53,43.20026190998719,-70.86755596962017
Hooksett,New Hampshire,70,43.0939589,-71.462516
Lee,New Hampshire,25,43.12354,-71.011505
Dover,New Hampshire,30,43.1887,-70.8845
Lee,New Hampshire,35,43.12354,-71.011505
Exeter,New Hampshire,45,42.981477,-70.9478343
Somersworth,New Hampshire,60,43.2534,-70.8856
Lee,New Hampshire,69,43.12354,-71.011505
Tewksbury,New Hampshire,25,43.60911525,-71.97068979714285
Litchfield,New Hampshire,68,42.8442536,-71.4797889
Exeter,New Hampshire,88,42.981477,-70.9478343
Salem,New Hampshire,38,42.7884226,-71.2008933
Londonderry,New Hampshire,28,42.8650869,-71.3739532
Londonderry,New Hampshire,79,42.8650869,-71.3739532
Londonderry,New Hampshire,75,42.8650869,-71.3739532
Hudson,New Hampshire,27,42.7655784,-71.4393423
Merrimack,New Hampshire,30,43.3260376,-71.6854725
Brunswick,New Hampshire,50,44.494355630949734,-71.15564663676788
Loudon,New Hampshire,137,43.2860271,-71.4677384
Gilford,New Hampshire,60,43.54805,-71.407013
Loudon,New Hampshire,370,43.2860271,-71.4677384
Lyndeborough,New Hampshire,74,42.9075843,-71.7664642
Greenland,New Hampshire,30,43.0361995,-70.8328322
Madbury,New Hampshire,60,43.16963,-70.924301
Meredith,New Hampshire,587,43.6568406,-71.5012419
Lunenburg,New Hampshire,63,,
Milton,New Hampshire,155,43.4084975,-70.9881092
Gilford,New Hampshire,73,43.54805,-71.407013
Moultonborough,New Hampshire,330,43.7552444,-71.396024
Nashua,New Hampshire,75,42.7491,-71.491
New Boston,New Hampshire,31,42.9781,-71.6937
Newfields,New Hampshire,550,43.0355742,-70.9422214
Derry,New Hampshire,45,42.8808677,-71.3264492
Newmarket,New Hampshire,5030,43.0796182,-70.9357843
Portland,New Hampshire,40,43.20026190998719,-70.86755596962017
Bedford,New Hampshire,115,42.9464737,-71.5159015
Lawrence,New Hampshire,88,,
Kingston,New Hampshire,434,42.9364768,-71.0533918
Boston,New Hampshire,25,,
Northfield,New Hampshire,64,43.442362,-71.5927718
Northwood,New Hampshire,55,43.194664,-71.151581
Nottingham,New Hampshire,576,43.115019,-71.100082
Westborough,New Hampshire,123,,
Atkinson,New Hampshire,45,42.8384221,-71.1470037
Pelham,New Hampshire,107,42.734534,-71.3245067
Pelham,New Hampshire,100,42.734534,-71.3245067
Wellesley,New Hampshire,100,42.7443425612253,-71.5086386889465
Portland,New Hampshire,100,43.20026190998719,-70.86755596962017
Pelham,New Hampshire,50,42.734534,-71.3245067
Derry,New Hampshire,80,42.8808677,-71.3264492
Pembroke,New Hampshire,35,43.13091,-71.4529171
Concord,New Hampshire,30,43.2305,-71.5595
Peterborough,New Hampshire,160,42.8776166,-71.949383
Peterborough,New Hampshire,101,42.8776166,-71.949383
Epsom,New Hampshire,73,43.223191,-71.332169
Claremont,New Hampshire,284,43.379,-72.3368
Derry,New Hampshire,70,42.8808677,-71.3264492
Bedford,New Hampshire,50,42.9464737,-71.5159015
Wenham,New Hampshire,32,,
Nashua,New Hampshire,75,42.7491,-71.491
Plaistow,New Hampshire,60,42.8364781,-71.0947805
Derry,New Hampshire,35,42.8808677,-71.3264492
Plaistow,New Hampshire,585,42.8364781,-71.0947805
Plaistow,New Hampshire,1219,42.8364781,-71.0947805
Derry,New Hampshire,240,42.8808677,-71.3264492
Red Bank,New Hampshire,500,,
Derry,New Hampshire,30,42.8808677,-71.3264492
Plymouth,New Hampshire,165,43.7572734,-71.6885443
Raymond,New Hampshire,93,43.0365037,-71.183294
Madbury,New Hampshire,90,43.16963,-70.924301
Rochester,New Hampshire,54,43.299,-70.9787
Rollinsford,New Hampshire,1688,43.236199,-70.820618
Atkinson,New Hampshire,303,42.8384221,-71.1470037
Derry,New Hampshire,350,42.8808677,-71.3264492
Sanbornton,New Hampshire,28,43.489296,-71.582794
Sanbornton,New Hampshire,60,43.489296,-71.582794
Boston,New Hampshire,90,,
Seabrook,New Hampshire,14000,42.8773076,-70.8706857
Stoddard,New Hampshire,40,43.078919,-72.114944
Strafford,New Hampshire,28,43.3312505,-71.0399927
Winnisquam,New Hampshire,65,43.5014657,-71.5120186
Hampton,New Hampshire,175,42.9417199,-70.8378746
Exeter,New Hampshire,195,42.981477,-70.9478343
Hampton,New Hampshire,128,42.9417199,-70.8378746
Epping,New Hampshire,210,43.0394461,-71.0730253
Stratham,New Hampshire,38,43.0244129,-70.9122808
Stratham,New Hampshire,69,43.0244129,-70.9122808
Stratham,New Hampshire,46,43.0244129,-70.9122808
Exeter,New Hampshire,150,42.981477,-70.9478343
Stratham,New Hampshire,35,43.0244129,-70.9122808
Exeter,New Hampshire,111,42.981477,-70.9478343
Exeter,New Hampshire,168,42.981477,-70.9478343
Stratham,New Hampshire,190,43.0244129,-70.9122808
Surry,New Hampshire,83,43.0179363,-72.3212795
New London,New Hampshire,118,43.414026,-71.985168
New London,New Hampshire,525,43.414026,-71.985168
North Sutton,New Hampshire,86,43.3639646,-71.9395269
Hampton,New Hampshire,40,42.9417199,-70.8378746
Manchester,New Hampshire,52,42.9848,-71.4447
Acton,New Hampshire,45,42.73820085,-71.47303885
Unity,New Hampshire,625,43.2928977,-72.2589414
Bellows Falls,New Hampshire,625,43.137845352569165,-72.44688984636743
Woonsocket,New Hampshire,218,43.37252449648857,-72.36168587195795
Weare,New Hampshire,200,43.094966,-71.73111
Bedford,New Hampshire,180,42.9464737,-71.5159015
Weare,New Hampshire,76,43.094966,-71.73111
Henniker,New Hampshire,620,43.1797486,-71.8225254
Derry,New Hampshire,90,42.8808677,-71.3264492
Weare,New Hampshire,65,43.094966,-71.73111
Webster,New Hampshire,75,43.3292843,-71.7167362
Webster,New Hampshire,90,43.3292843,-71.7167362
Nashua,New Hampshire,100,42.7491,-71.491
Derry,New Hampshire,33,42.8808677,-71.3264492
Nashua,New Hampshire,93,42.7491,-71.491
Windham,New Hampshire,500,42.8006441,-71.304229
Windham,New Hampshire,1292,42.8006441,-71.304229
Wolfeboro,New Hampshire,113,43.58437,-71.207886
Wolfeboro,New Hampshire,159,43.58437,-71.207886
Egg Harbor Township,New Jersey,456,39.3820672,-74.6171489
Egg Harbor Twp,New Jersey,100,39.3820672,-74.6171489
Williamstown,New Jersey,62,39.6874,-74.9786
Mays Landing,New Jersey,21720,39.4506,-74.7098
Hammonton,New Jersey,12153,39.6572,-74.7678
Ramsey,New Jersey,15207,41.0595,-74.1454
Ridgewood,New Jersey,61700,40.9821,-74.1127
Waldwick,New Jersey,10208,41.0133,-74.1259
Chesterfield,New Jersey,102,40.1153966,-74.6412727
Bordentown,New Jersey,100,40.1462685,-74.7114508
Mount Holly,New Jersey,250,39.9928898,-74.7876624
Bordentown,New Jersey,780,40.1462685,-74.7114508
Bordentown,New Jersey,100,40.1462685,-74.7114508
Bordentown,New Jersey,98,40.1462685,-74.7114508
Bordentown,New Jersey,100,40.1462685,-74.7114508
Maple Shade,New Jersey,19400,39.9526127,-74.9923915
Medford,New Jersey,17272,39.9009472,-74.8234961
Medford,New Jersey,2047,39.9009472,-74.8234961
Vincentown,New Jersey,37,39.9367,-74.7519
Medford Lakes,New Jersey,485,39.8581,-74.8053
Medford Lakes,New Jersey,265,39.8581,-74.8053
Jb Mdl,New Jersey,12765,,
North Hanover,New Jersey,30,40.08801,-74.58573128099007
Jobstown,New Jersey,200,40.0334,-74.6945
Pemberton,New Jersey,3500,39.9720138,-74.6828841
Delran,New Jersey,888,40.0154905,-74.9550416
Pemberton,New Jersey,412,39.9720138,-74.6828841
Browns Mills,New Jersey,837,39.9737,-74.569
Pemberton,New Jersey,1580,39.9720138,-74.6828841
Camden,New Jersey,50,39.9361,-75.1073
Pemberton,New Jersey,1580,39.9720138,-74.6828841
Vineland,New Jersey,110,39.4653,-74.9981
Tabernacle,New Jersey,510,38.9840016,-74.9051719
Tabernacle,New Jersey,461,38.9840016,-74.9051719
Wrightstown,New Jersey,250,40.0258,-74.6318
Tabernacle,New Jersey,190,38.9840016,-74.9051719
New Lisbon,New Jersey,2014,39.9581699,-74.6279344
Chelishurst,New Jersey,50,,
Newton,New Jersey,5000,41.0534,-74.7527
Winslow Twp,New Jersey,100,39.6573385,-74.8623868
Braddock,New Jersey,39174,39.7009494,-74.8896088
Braddock,New Jersey,172,39.7009494,-74.8896088
Winslow Twp,New Jersey,100,39.6573385,-74.8623868
Sicklerville,New Jersey,90,39.7452,-74.9934
Berlin,New Jersey,30,39.7915,-74.9374
Avalon,New Jersey,39839,39.0906,-74.7356
Oceanview,New Jersey,120,38.93048365,-74.92721480385026
Cape May,New Jersey,89,38.9409,-74.9042
Rio Grande,New Jersey,86,39.0193,-74.8787
Swainton,New Jersey,57,39.1315028,-74.7773872
Cape May Court House,New Jersey,90,39.0788,-74.8205
Cape May Court House,New Jersey,300,39.0788,-74.8205
Marmora,New Jersey,93,39.2594,-74.657
Ocean City,New Jersey,80,39.2681,-74.602
New York,New Jersey,450,40.78509355,-74.02134124548732
Port Norris,New Jersey,444,39.2521,-75.0412
Rosenhayn,New Jersey,409,39.4787,-75.138
Vineland,New Jersey,255,39.4653,-74.9981
Newport,New Jersey,170,39.2937,-75.1707
Brick,New Jersey,207,40.0707244,-74.1280562
Leesburg,New Jersey,40,39.2593,-74.9849
Cedarville,New Jersey,250,39.3382,-75.2068
Seabrook,New Jersey,255,39.5017817,-75.2190753
Vineland,New Jersey,36250,39.4653,-74.9981
East Orange,New Jersey,75000,40.7651,-74.2117
South Orange,New Jersey,16964,40.7474966,-74.2635376
Verona,New Jersey,13641,40.829822,-74.2401466
Deptford,New Jersey,30561,39.8271755,-75.1235892
Wawa,New Jersey,3154,40.85009475,-74.35073246735294
Franklinville,New Jersey,74,39.6194,-75.0738
Mullica Hill,New Jersey,175,39.727,-75.2194
Mullica,New Jersey,127,39.728986,-75.21878649380164
Williamstown,New Jersey,169,39.6874,-74.9786
Pitman,New Jersey,9545,39.7335,-75.1306
Newton,New Jersey,2824,41.0534,-74.7527
Turnersville,New Jersey,48000,39.7666,-75.0613
Sewell,New Jersey,88,39.7696,-75.1443
Frenchtown,New Jersey,1055,40.5272,-75.0571
Clinton,New Jersey,12500,40.6362878,-74.9116603
Annandale,New Jersey,103,40.6468,-74.8881
Rosemont,New Jersey,256,40.4273271,-74.989891
Trenton,New Jersey,43,40.2237,-74.7641
Ringoes,New Jersey,504,40.4327,-74.8722
Hopewell,New Jersey,553,40.3893,-74.7638
Ringoes,New Jersey,32,40.4327,-74.8722
Flemington,New Jersey,4581,40.5087,-74.8599
Quakertown,New Jersey,371,40.5656581,-74.941557
Clinton,New Jersey,200,40.6362878,-74.9116603
High Bridge,New Jersey,3300,40.6684,-74.894
Frenchtown,New Jersey,499,40.5272,-75.0571
Hampton,New Jersey,45,40.7070446,-74.9560032
North Bergen,New Jersey,68,40.8042674,-74.012084
Milford Boro,New Jersey,1453,40.9238889,-74.0277778
Whitehouse,New Jersey,317,40.61538,-74.7704409
Flemington,New Jersey,27,40.5087,-74.8599
Wayne,New Jersey,200,40.9491723,-74.2376802
Flemington,New Jersey,133,40.5087,-74.8599
Martinsville,New Jersey,921,40.603,-74.5751
Ringoes,New Jersey,257,40.4327,-74.8722
Flemington,New Jersey,79,40.5087,-74.8599
Califon,New Jersey,73,40.7193,-74.8371
Flemington,New Jersey,595,40.5087,-74.8599
Whitehouse Station,New Jersey,87,40.61538,-74.7704409
Lebanon,New Jersey,155,40.6417683,-74.8359987
Somerville,New Jersey,62,40.5696,-74.6092
Oldwick,New Jersey,500,40.67,-74.7443
Hampton,New Jersey,345,40.7070446,-74.9560032
Hampton,New Jersey,666,40.7070446,-74.9560032
Hampton,New Jersey,287,40.7070446,-74.9560032
Lambertville,New Jersey,45,40.3687,-74.943
Lambertville,New Jersey,104,40.3687,-74.943
Lambertville,New Jersey,350,40.3687,-74.943
Hopewell,New Jersey,2035,40.3893,-74.7638
Hopewell,New Jersey,55,40.3893,-74.7638
Pennington,New Jersey,35,40.3262,-74.7908
Pennington,New Jersey,140,40.3262,-74.7908
Pennington,New Jersey,45,40.3262,-74.7908
Lambertville,New Jersey,125,40.3687,-74.943
Titusville,New Jersey,200,40.3087,-74.8767
Westlake Village,New Jersey,125,40.52475012817802,-74.51684557855113
Pennington,New Jersey,80,40.3262,-74.7908
Yardley,New Jersey,230,40.7698226,-74.4129302
Camarillo,New Jersey,76,,
Pennington,New Jersey,44,40.3262,-74.7908
Pennington,New Jersey,34,40.3262,-74.7908
Hamilton,New Jersey,8655,40.255293949999995,-74.70381829422638
Princeton,New Jersey,1025,40.3562,-74.6693
Pennington,New Jersey,565,40.3262,-74.7908
Cranbury,New Jersey,72,40.3133907,-74.5201927
Sayreville,New Jersey,43761,40.4656,-74.3237
Spotswood,New Jersey,8300,40.3949,-74.392
Colts Neck,New Jersey,2725,40.2876108,-74.1723652
Colts Neck,New Jersey,78,40.2876108,-74.1723652
Colts Neck,New Jersey,78,40.2876108,-74.1723652
Colts Neck,New Jersey,78,40.2876108,-74.1723652
Freehold,New Jersey,26,40.2601096,-74.2737573
Keansburg,New Jersey,10105,40.4469,-74.1315
Manalapan,New Jersey,800,40.2852895,-74.333495
Marlboro,New Jersey,29480,39.486,-75.3215
Orange,New Jersey,500,40.7709499,-74.2264601
Boonton,New Jersey,9532,40.9047,-74.4048
Butler,New Jersey,7630,40.999,-74.3472
Chester,New Jersey,100,40.7842667,-74.6968284
Chester,New Jersey,200,40.7842667,-74.6968284
East Hanover Township,New Jersey,11393,40.83095125,-74.34210110981101
East Hanover,New Jersey,150,40.8200998,-74.3648731
Florham Park,New Jersey,8846,40.7773,-74.3953
Lake Hopatcong,New Jersey,4500,40.9599,-74.6094
Lake Hopatcong,New Jersey,8500,40.9599,-74.6094
Lake Hopatcong,New Jersey,90,40.9599,-74.6094
Sparta,New Jersey,198,41.0401567,-74.6310081
Wayne,New Jersey,250,40.9491723,-74.2376802
West Milford,New Jersey,192,41.1312069,-74.3673748
Budd Lake,New Jersey,267,40.8733,-74.7375
Budd Lake,New Jersey,7887,40.8733,-74.7375
Budd Lake,New Jersey,3600,40.8733,-74.7375
Hackettstown,New Jersey,125,40.854,-74.8257
Budd Lake,New Jersey,597,40.8733,-74.7375
Wayne,New Jersey,240,40.9491723,-74.2376802
Hackettstown,New Jersey,80,40.854,-74.8257
Florham Park,New Jersey,40,40.7773,-74.3953
Parsippany,New Jersey,50400,40.8645,-74.4135
Pompton Plains,New Jersey,14010,40.9679,-74.3075
Randolph Twp,New Jersey,0,40.844265,-74.58572175018249
Randolph Twp,New Jersey,143,40.844265,-74.58572175018249
Randolph,New Jersey,251,40.844265,-74.58572175018249
Landing,New Jersey,5153,40.9078,-74.6593
Landing,New Jersey,4478,40.9078,-74.6593
Landing,New Jersey,90,40.9078,-74.6593
Ridgefield,New Jersey,145,40.8313,-74.0147
Newton,New Jersey,75,41.0534,-74.7527
Mount Arlington,New Jersey,6342,40.919,-74.639
Beachwood,New Jersey,10802,39.9286,-74.2022
Toms River,New Jersey,60,39.9526791,-74.1968257
Lakewood,New Jersey,92,40.0978929,-74.2176435
Lakehurst,New Jersey,126,40.0133,-74.3201
Jackson,New Jersey,9263,39.7765048,-74.8623849
Forked River,New Jersey,29000,39.8257,-74.1819
Lakewood,New Jersey,100,40.0978929,-74.2176435
Little Egg Harbor,New Jersey,24215,39.57998605,-74.27891468547114
Ocean Gate,New Jersey,3200,39.9269,-74.1348
Manahawkin,New Jersey,1740,39.6931,-74.2495
Barnegat,New Jersey,6285,39.7557459,-74.22073950889322
North Haledon,New Jersey,250,40.9628,-74.1844
Glenwood,New Jersey,150,41.2512059,-74.4896028
Highland Lakes,New Jersey,1577,41.1716,-74.4643
West Milford,New Jersey,417,41.1312069,-74.3673748
West Milford,New Jersey,165,41.1312069,-74.3673748
West Milford,New Jersey,225,41.1312069,-74.3673748
West Milford,New Jersey,25,41.1312069,-74.3673748
Mahwah,New Jersey,725,41.0887072,-74.1437552
Kinnelon,New Jersey,40,40.9847,-74.3862
Hancocks Bridge,New Jersey,525,39.5051,-75.4605
Woodbridge,New Jersey,3109,40.55418,-74.28600076944446
Pennsvile,New Jersey,13500,39.6460922,-75.51876256929097
Deepwater,New Jersey,761,39.6834468,-75.4904752
Pilesgrove Twp,New Jersey,40,39.651565000000005,-75.28538586512916
Pomona,New Jersey,300,39.4688,-74.5502
Elmer,New Jersey,78,39.5919,-75.174
Far Hills,New Jersey,94,40.6906,-74.6257
Somerset,New Jersey,355,40.5083,-74.501
Somerset,New Jersey,60,40.5083,-74.501
Somerset,New Jersey,355,40.5083,-74.501
Somerset,New Jersey,30,40.5083,-74.501
Hillsborough,New Jersey,540,40.5069,-74.6523
Wayne Twp,New Jersey,70,40.9018775,-74.26336332560871
West Caldwell,New Jersey,125,40.8409329,-74.3018154
Branchville,New Jersey,1500,41.1471,-74.7494
Stanhope,New Jersey,1087,40.9141,-74.7027
Stanhope,New Jersey,95,40.9141,-74.7027
Landing,New Jersey,62,40.9078,-74.6593
Hampton Twp,New Jersey,2400,41.0921316,-74.7801264
Hamilton,New Jersey,177,40.255293949999995,-74.70381829422638
Middlesex,New Jersey,226,40.5744,-74.5011
Warwick,New Jersey,1325,40.75261935,-74.20718063716802
Newton,New Jersey,8300,41.0534,-74.7527
Sparta,New Jersey,1618,41.0401567,-74.6310081
Sparta,New Jersey,17628,41.0401567,-74.6310081
Sparta,New Jersey,342,41.0401567,-74.6310081
Montville,New Jersey,316,40.9148209,-74.383763
Sparta,New Jersey,90,41.0401567,-74.6310081
Stanhope,New Jersey,3730,40.9141,-74.7027
Budd Lake,New Jersey,1200,40.8733,-74.7375
Highland Lakes,New Jersey,59,41.1716,-74.4643
Hamilton,New Jersey,515,40.255293949999995,-74.70381829422638
Highland Lakes,New Jersey,250,41.1716,-74.4643
Highland Lakes,New Jersey,53,41.1716,-74.4643
Highland Lakes,New Jersey,53,41.1716,-74.4643
,New Jersey,1455,,
,New Jersey,1714,,
Edison,New Jersey,45,40.518157,-74.4113926
Vernon,New Jersey,5041,39.8973938,-75.0317979
Vernon,New Jersey,51,39.8973938,-75.0317979
Moorestown,New Jersey,252,39.9670569,-74.9426677
Highland Lakes,New Jersey,80,41.1716,-74.4643
Sussex,New Jersey,380,41.2096,-74.6079
Sussex,New Jersey,83,41.2096,-74.6079
Bound Brook,New Jersey,615430,40.5676,-74.5383
Alpha,New Jersey,2530,40.6598,-75.1571
Blairstown,New Jersey,133,40.9831598,-74.9602972
Morganville,New Jersey,34,40.3756,-74.2444
Flemington,New Jersey,279,40.5087,-74.8599
Highland Lakes,New Jersey,110,41.1716,-74.4643
Westlake,New Jersey,1070,40.1021192,-74.2897422
Oxford,New Jersey,120,40.80416099999999,-74.99690148536709
Lebanon,New Jersey,98,40.6417683,-74.8359987
Chester,New Jersey,310,40.7842667,-74.6968284
Belvidere,New Jersey,80,40.8295,-75.0728
Placitas,New Mexico,650,35.3226,-106.4437
Belen,New Mexico,256,34.7115,-106.7986
Albuquerque,New Mexico,89,35.1054,-106.6465
Anthony,New Mexico,1272,32.0131,-106.5984
Chama,New Mexico,1573,36.8931,-106.5843
Placitas,New Mexico,187,35.3226,-106.4437
Placitas,New Mexico,400,35.3226,-106.4437
Albuquerque,New Mexico,126,35.1054,-106.6465
Espanola,New Mexico,12012,36.0028011,-106.0578009
La Madera,New Mexico,124,35.2345,-106.334
La Madera,New Mexico,124,36.3808,-106.042
Anthony,New Mexico,11542,32.0131,-106.5984
Hernandez,New Mexico,1514,36.0567,-106.1185
Sunland Park,New Mexico,19466,31.8201,-106.5958
Los Ojos,New Mexico,237,36.7361,-106.5669
Vallecitos,New Mexico,84,36.4950177,-106.1166881
Santa Fe,New Mexico,68,35.6619,-105.9819
Chamisal,New Mexico,550,36.1725,-105.7459
Penasco,New Mexico,549,36.171659000000005,-105.69006830235372
Ranchos De Taos,New Mexico,750,36.3619,-105.6016
Tres Piedras,New Mexico,350,36.64722,-105.966803
Vadito,New Mexico,122,36.1929,-105.6755
Bernalillo,New Mexico,10948,35.3127,-106.5537
Jemez Springs,New Mexico,1157,35.7732,-106.6909
La Jara,New Mexico,458,36.1055,-106.9419
Rio Rancho,New Mexico,107350,35.2873,-106.6982
San Ysidro,New Mexico,198,32.3568,-106.8129
Caballo,New Mexico,95,32.9806,-107.3075
Ranchos De Taos,New Mexico,105,36.3619,-105.6016
Portland,New Mexico,150,32.29106973098146,-106.80150007818858
Green Valley,New Mexico,80,,
Peralta,New Mexico,4259,34.8283,-106.6859
Anthony,New Mexico,8691,32.0131,-106.5984
Albuquerque,New Mexico,1447,35.1054,-106.6465
Carrizozo,New Mexico,1758,33.6433,-105.8411
Ruidoso,New Mexico,19195,33.3646,-105.6434
Tularosa,New Mexico,3458,33.0753,-106.0175
Las Vegas,New Mexico,14530,35.6011,-105.2206
El Prado,New Mexico,232,36.4322586,-105.5751437
Columbus,New Mexico,2200,31.8271,-107.6422
Socorro,New Mexico,11953,34.0543,-106.9065
Belen,New Mexico,8385,34.7115,-106.7986
Bluewater,New Mexico,492,35.3243,-108.206
Los Lunas,New Mexico,19400,34.8115,-106.7803
Elida,New Mexico,419,33.9469,-103.6531
Floyd,New Mexico,122,34.2288,-103.5526
Chaparral,New Mexico,13083,32.0442,-106.406
Velarde,New Mexico,543,36.1608,-105.9659
Ponderosa,New Mexico,567,35.6555,-106.6544
Alcalde,New Mexico,927,36.0854,-106.0575
Algodones,New Mexico,411,35.3804,-106.4731
Santa Fe,New Mexico,7082,35.6619,-105.9819
Las Cruces,New Mexico,451,32.3265,-106.7893
Placitas,New Mexico,126,35.3226,-106.4437
Placitas,New Mexico,592,35.3226,-106.4437
Albuquerque,New Mexico,52,35.1054,-106.6465
Sunspot,New Mexico,26,32.7892103,-105.81857
Cloudcroft,New Mexico,210,32.9532,-105.7326
Albuquerque,New Mexico,22500,35.1054,-106.6465
Albuquerque,New Mexico,56,35.1054,-106.6465
Santa Cruz,New Mexico,394,35.9939,-106.0359
Elephant Butte,New Mexico,933,33.1806,-107.2269
Albuquerque,New Mexico,60,35.1054,-106.6465
San Antonio,New Mexico,1239,33.9161,-106.87
Albuquerque,New Mexico,355,35.1054,-106.6465
Santa Fe,New Mexico,1500,35.6619,-105.9819
Placitas,New Mexico,290,35.3226,-106.4437
Albuquerque,New Mexico,2000,35.1054,-106.6465
Cliff,New Mexico,300,32.966,-108.6176
Bayard,New Mexico,77,32.7579,-108.1337
Jemez Pueblo,New Mexico,350,35.6066,-106.7333
Ojo Caliente,New Mexico,200,36.3146,-106.0374
Los Lunas,New Mexico,125,34.8115,-106.7803
Taos,New Mexico,390,36.3871,-105.5803
Belen,New Mexico,295,34.7115,-106.7986
Elephant Butte,New Mexico,400,33.1806,-107.2269
Rancho De Taos,New Mexico,65,36.353499,-105.69562058141263
Santa Fe,New Mexico,40,35.6619,-105.9819
Ft Defiance,Navajo Nation,8458,,
Fort Defiance,Navajo Nation,393,,
Fort Defiance,Navajo Nation,496,,
Ft Defiance,Navajo Nation,410,,
Ft Defiance,Navajo Nation,185,,
Kayenta,Navajo Nation,420,,
Teec Nos Pos,Navajo Nation,900,,
Chinle,Navajo Nation,25,,
St Michaels,Navajo Nation,585,,
Ft Defiance,Navajo Nation,876,,
Ft Defiance,Navajo Nation,2014,,
Ft Defiance,Navajo Nation,342,,
Kayenta,Navajo Nation,1375,,
Page,Navajo Nation,25,,
Ft Defiance,Navajo Nation,14592,,
Ft Defiance,Navajo Nation,5270,,
Ft Defiance,Navajo Nation,1173,,
Ft Defiance,Navajo Nation,1115,,
Fort Defiance,Navajo Nation,65,,
Ft Defiance,Navajo Nation,1334,,
Chinle,Navajo Nation,55,,
Teec Nos Pos,Navajo Nation,396,,
Ft Defiance,Navajo Nation,1587,,
Ft Defiance,Navajo Nation,841,,
Ft Defiance,Navajo Nation,752,,
Chinle,Navajo Nation,220,,
Chinle,Navajo Nation,975,,
Ft Defiance,Navajo Nation,1905,,
Ft Defiance,Navajo Nation,982,,
Shiprock,Navajo Nation,55,,
Dennehotso,Navajo Nation,300,,
Kaibeto,Navajo Nation,400,,
Shonto,Navajo Nation,664,,
Pinon,Navajo Nation,339,,
Many Farms,Navajo Nation,1506,,
Chinle,Navajo Nation,200,,
Chinle,Navajo Nation,350,,
Winslow,Navajo Nation,473,,
Chambers,Navajo Nation,215,,
Tonalea,Navajo Nation,1007,,
Ramah,Navajo Nation,165,,
Ft Defiance,Navajo Nation,376,,
Ft Defiance,Navajo Nation,797,,
Ft Defiance,Navajo Nation,1173,,
