City Name,State,Population,lat,lng
Tampa,Florida,50,27.9945,-82.4447
Wauchula,Florida,200,27.5469,-81.8102
Brooksville,Florida,73,28.5404,-82.3903
Spring Hill,Florida,25,28.4798,-82.53
Brooksville,Florida,45,28.5404,-82.3903
Eustis,Florida,128,28.8563,-81.6771
Winter Haven,Florida,280,28.0118,-81.7014
Brandon,Florida,250,27.9367,-82.3
Tampa,Florida,87,27.9945,-82.4447
Tampa,Florida,110,27.9945,-82.4447
Plant City,Florida,70,28.014,-82.1201
Tampa,Florida,58,27.9945,-82.4447
Tampa,Florida,25,27.9945,-82.4447
Tampa,Florida,70,27.9945,-82.4447
Dover,Florida,63,27.9927,-82.2198
Plant City,Florida,128,28.014,-82.1201
Plant City,Florida,40,28.014,-82.1201
Mulberry,Florida,54,27.9058,-81.9873
Sydney,Florida,100,27.9633563,-82.2073118
Wimauma,Florida,400,27.6964,-82.3034
Lithia,Florida,36,27.86628975,-82.23055128187501
Dover,Florida,65,27.9927,-82.2198
Plant City,Florida,125,28.014,-82.1201
Lutz,Florida,30,28.1396,-82.4467
Myakka City,Florida,80,27.3497671,-82.161478
Bradenton,Florida,50,27.4901,-82.5757
Beverly Hills,Florida,200,28.9176,-82.4542
New Port Richey,Florida,886,28.2468,-82.717
St. Leo,Florida,99,28.3363,-82.2588
Lake Alfred,Florida,63,28.1041,-81.7264
Dover,Florida,80,27.9927,-82.2198
Lakeland,Florida,40,28.0557,-81.9545
Davenport,Florida,200,28.1587,-81.6083
Mulberry,Florida,45,27.9058,-81.9873
Winter Park,Florida,108,28.5989,-81.3442
Lake Wales,Florida,63,27.9195,-81.5961
Ft Meade,Florida,100,27.7522526,-81.8017491
Tampa,Florida,90,27.9945,-82.4447
Bartow,Florida,70,27.8868,-81.8214
Mulberry,Florida,40,27.9058,-81.9873
Lutz,Florida,25,28.1396,-82.4467
Statham,Georgia,3986,33.9647,-83.6018
Kingston,Georgia,1263,34.2319,-84.9444
Alpharetta,Georgia,89,34.0704,-84.2738
Nahunta,Georgia,1315,31.2065,-81.9814
Quitman,Georgia,130,30.7849,-83.5603
Lake Park,Georgia,121,30.6851,-83.1873
Savannah,Georgia,140,32.0286,-81.1821
Richmond Hill,Georgia,268,31.9012,-81.3125
Statesboro,Georgia,49,32.4375,-81.7751
Brooklet,Georgia,50,32.3897,-81.6668
Statesboro,Georgia,216,32.4375,-81.7751
Savannah,Georgia,164,32.0286,-81.1821
Statesboro,Georgia,296,32.4375,-81.7751
Statesboro,Georgia,81,32.4375,-81.7751
Statesboro,Georgia,62,32.4375,-81.7751
Midville,Georgia,776,32.8217,-82.2347
Sardis,Georgia,1053,32.9756,-81.7621
St. Marys,Georgia,19408,30.7567,-81.5722
Metter,Georgia,73,32.3958,-82.0621
Villa Rica,Georgia,15667,33.7294,-84.9177
Town Of Thunderbolt,Georgia,2668,,
Atlanta,Georgia,94,33.7628,-84.422
Savannah,Georgia,11799,32.0286,-81.1821
Athens,Georgia,78,33.9508,-83.3689
Albany,Georgia,260,31.5776,-84.1762
Jackson,Georgia,75,33.292,-83.9679
Argyle,Georgia,173,31.0732,-82.6489
Broxton,Georgia,1353,31.6248,-82.8877
Douglas,Georgia,187,31.5065,-82.8544
Salem,Georgia,239,32.7588,-84.1933
Broxton,Georgia,60,31.6248,-82.8877
Douglas,Georgia,185,31.5065,-82.8544
Moultrie,Georgia,17067,31.1591,-83.7708
Savannah,Georgia,451,32.0286,-81.1821
Moultrie,Georgia,110,31.1591,-83.7708
Moultrie,Georgia,50,31.1591,-83.7708
Lenox,Georgia,1083,31.2672,-83.4673
Cordele,Georgia,59,31.9563,-83.7694
Attapulgus,Georgia,750,30.7495,-84.4839
Bainbridge,Georgia,15125,30.9052,-84.5732
Douglasville,Georgia,68,33.7384,-84.7054
Statenville,Georgia,972,30.7033263,-83.0279282
Lake Park,Georgia,54,30.6851,-83.1873
Cincinnati,Georgia,308,,
Cincinnati,Georgia,260,,
Pooler,Georgia,32,32.1043,-81.2569
Statesboro,Georgia,340,32.4375,-81.7751
Savannah,Georgia,83,32.0286,-81.1821
Savannah,Georgia,36,32.0286,-81.1821
Springfield,Georgia,195,32.3636,-81.303
Springfield,Georgia,26,32.3636,-81.303
Springfield,Georgia,78,32.3636,-81.303
Elberton,Georgia,54,34.1063,-82.8705
Lyons,Georgia,350,32.2062,-82.3215
Stillmore,Georgia,520,32.441,-82.2145
Swainsboro,Georgia,9183,32.5866,-82.3345
Twin City,Georgia,124,32.5829,-82.1575
Nunez,Georgia,205,32.4919,-82.3467
Claxton,Georgia,3840,32.1613,-81.9094
Claxton,Georgia,88,32.1613,-81.9094
Blairsville,Georgia,135,34.876,-83.9546
Carnesville,Georgia,5691,34.3729,-83.2328
Ellijay,Georgia,148,34.6914,-84.4839
Mitchell,Georgia,285,33.2198,-82.7032
Edgehill,Georgia,38,33.1523705,-82.6242982
Brunswick,Georgia,40127,31.1449,-81.4746
Richmond,Georgia,247,33.4908372,-82.07800136371404
Atlanta,Georgia,101,33.7628,-84.422
Atlanta,Georgia,104,33.7628,-84.422
Pineville,Georgia,119,32.2547752,-84.6201444
Cairo,Georgia,9637,30.879,-84.205
Thomasville,Georgia,297,30.8394,-83.9782
Norcross,Georgia,800,33.9379,-84.2065
Cornelia,Georgia,62,34.517,-83.5311
Murrayville,Georgia,284,34.4187083,-83.9057392
Eatonton,Georgia,681,33.3258,-83.3886
Eatonton,Georgia,1120,33.3258,-83.3886
Waverly Hall,Georgia,746,32.6837,-84.7378
Pine Mountain,Georgia,2685,32.8522,-84.8521
Indialantic,Georgia,63,,
Roopville,Georgia,1000,33.4566,-85.1304
Locust Grove,Georgia,572,33.3446,-84.1071
Athens,Georgia,49,33.9508,-83.3689
Shady Dale,Georgia,393,33.4008,-83.588
Millen,Georgia,6569,32.8071,-81.9423
Gray,Georgia,9551,33.0021,-83.5374
Valdosta,Georgia,302,30.8502,-83.2788
Dublin,Georgia,60,32.536,-82.928
Rentz,Georgia,40,32.3835,-82.9917
Dublin,Georgia,300,32.536,-82.928
Dudley,Georgia,97,32.532,-83.0805
Midway,Georgia,62,31.8003,-81.419
Midway,Georgia,60,31.8003,-81.419
Diamond Springs,Georgia,213,,
Ludowici,Georgia,95,31.7093,-81.7452
Midway,Georgia,45,31.8003,-81.419
Ludowici,Georgia,64,31.7093,-81.7452
Midway,Georgia,31,31.8003,-81.419
Townsend,Georgia,101,31.5417405,-81.5233923
Midway,Georgia,50,31.8003,-81.419
Midway,Georgia,52,31.8003,-81.419
Savannah,Georgia,234,32.0286,-81.1821
Savannah,Georgia,621,32.0286,-81.1821
Valdosta,Georgia,169,30.8502,-83.2788
Valdosta,Georgia,54,30.8502,-83.2788
Dahlonega,Georgia,7500,34.5311,-83.9804
Blairsville,Georgia,32,34.876,-83.9546
Townsend,Georgia,283,31.5417405,-81.5233923
Marshallville,Georgia,146,32.4564,-83.9407
Comer,Georgia,43,34.0625,-83.1263
Buena Vista,Georgia,5705,32.3188,-84.5177
Camilla,Georgia,2050,31.2337,-84.2088
Forsyth,Georgia,2903,33.0352,-83.939
Mt. Vernon,Georgia,3973,32.1785145,-82.5945783
Byron,Georgia,90,32.6476,-83.7539
Patterson,Georgia,905,31.3853,-82.1373
Eatonton,Georgia,2193,33.3258,-83.3886
Eatonton,Georgia,65,33.3258,-83.3886
Eatonton,Georgia,3189,33.3258,-83.3886
Rabun Gap,Georgia,615,34.9572143,-83.3864536
Shellman,Georgia,1156,31.7571,-84.6159
Coyners,Georgia,655,,
Spartanburg,Georgia,375,,
Cincinnati,Georgia,303,,
Alpharetta,Georgia,162,34.0704,-84.2738
Americus,Georgia,84,32.0736,-84.2248
Americus,Georgia,70,32.0736,-84.2248
Americus,Georgia,38,32.0736,-84.2248
Americus,Georgia,149,32.0736,-84.2248
Americus,Georgia,89,32.0736,-84.2248
Reidsville,Georgia,1588,32.0871,-82.1244
Meigs,Georgia,1096,31.0714,-84.0922
Vernon,Georgia,31,33.0601231,-85.1579974
Thomasville,Georgia,65,30.8394,-83.9782
Savannah,Georgia,39,32.0286,-81.1821
Midway,Georgia,78,31.8003,-81.419
Vidalia,Georgia,52,32.2125,-82.4019
Brooks,Georgia,85,33.2925,-84.4588
Ashburn,Georgia,4982,31.7096,-83.6528
Jeffersonville,Georgia,1988,32.6863,-83.3433
Manor,Georgia,611,31.1044,-82.5665
Waycross,Georgia,15987,31.2108,-82.3579
Waycross,Georgia,1700,31.2108,-82.3579
Harrison,Georgia,500,32.8263,-82.7258
Jesup,Georgia,52,31.5992,-81.8895
Mangilao,Guam,12570,13.4439915,144.8050528119469
Honolulu,Hawaii,631389,21.3294,-157.846
Waukon,Iowa,49,43.2686,-91.4785
Postville,Iowa,550,43.0842,-91.5676
Centerville,Iowa,32000,40.7292,-92.8716
Exira,Iowa,764,41.5919,-94.8811
Kimballton,Iowa,287,41.6272,-95.0747
Van Horne,Iowa,779,42.0083,-92.0897
Walford,Iowa,413,41.8799,-91.8306
Belle Plaine,Iowa,28,41.8954,-92.2751
Waterloo,Iowa,388,42.4918,-92.3522
Laporte City,Iowa,2284,42.3213366,-92.2034918
Janesville,Iowa,1034,42.6462,-92.4626
Independence,Iowa,60,42.4621,-91.9027
Marathon,Iowa,230,42.8602,-94.9829
Newell,Iowa,209,42.6097,-95.004
Waterloo,Iowa,1254,42.4918,-92.3522
New Hartford,Iowa,570,42.5682,-92.6214
Parkersburg,Iowa,2019,42.5739,-92.7785
Somers,Iowa,128,42.3788,-94.431
Fort Dodge,Iowa,119,42.5098,-94.1751
Massena,Iowa,364,41.2506,-94.7698
West Liberty,Iowa,395,41.5727,-91.2623
Mechanicsville,Iowa,1039,41.9056,-91.2536
Durant,Iowa,134,41.6011,-90.9138
West Branch,Iowa,100,41.6661,-91.3441
Mason City,Iowa,66,43.1487,-93.1997
Clear Lake,Iowa,352,43.1347,-93.374
Swaledale,Iowa,144,42.9765,-93.3155
Belmond,Iowa,400,42.8464,-93.6084
Aurelia,Iowa,968,42.7131,-95.4368
Storm Lake,Iowa,240,42.6431,-95.196
Nashua,Iowa,1551,42.9503,-92.5417
New Hampton,Iowa,48,43.0563,-92.3153
St. Olaf,Iowa,27,42.9268,-91.3877
Clayton,Iowa,45,42.9022,-91.1493
Elkader,Iowa,1209,42.8574,-91.4028
Waukon,Iowa,130,43.2686,-91.4785
Monona,Iowa,1471,43.0504,-91.391
Lowden,Iowa,150,41.8589,-90.923
Camanche,Iowa,4570,41.7923,-90.277
Center Junction,Iowa,434,42.1142,-91.0904
Adel,Iowa,6453,41.6101,-94.0124
Adel,Iowa,960,41.6101,-94.0124
Redfield,Iowa,744,41.5905,-94.1963
Ankeny,Iowa,215,41.7288,-93.6031
Woodward,Iowa,1346,41.8528,-93.9207
Bouton,Iowa,3465,41.8512,-94.0107
Oelwein,Iowa,142,42.6715,-91.9131
Earlville,Iowa,60,42.4827,-91.2702
Ryan,Iowa,350,42.3524,-91.4849
Peosta,Iowa,68,42.4477,-90.8448
Dubuque,Iowa,76,42.5002,-90.707
Dubuque,Iowa,52,42.5002,-90.707
Dubuque,Iowa,70,42.5002,-90.707
Dubuque,Iowa,64,42.5002,-90.707
Dubuque,Iowa,38,42.5002,-90.707
Dubuque,Iowa,236,42.5002,-90.707
Peosta,Iowa,100,42.4477,-90.8448
Worthington,Iowa,382,42.398,-91.1207
Whittemore,Iowa,875,43.0635,-94.4253
Clermont,Iowa,586,42.9999,-91.6523
Hawkeye,Iowa,438,42.9378,-91.9504
Maynard,Iowa,476,42.7738,-91.8774
Hamburg,Iowa,890,40.6063,-95.6546
Churdan,Iowa,375,42.1542,-94.4781
Scranton,Iowa,504,42.0192,-94.5492
Panora,Iowa,1091,41.6911,-94.3639
Yale,Iowa,267,41.7751,-94.3578
Ellsworth,Iowa,514,42.3102,-93.5819
Stanhope,Iowa,364,42.2889,-93.796
Stratford,Iowa,707,42.2696,-93.9274
Webster City,Iowa,7825,42.4622,-93.8168
Britt,Iowa,110,43.0986,-93.803
Corwith,Iowa,266,42.9889,-93.9582
Garner,Iowa,3065,43.1,-93.6031
Goodell,Iowa,140,42.9238,-93.6141
Kanawha,Iowa,658,42.9342,-93.7932
Woden,Iowa,188,43.2308,-93.9114
Alden,Iowa,763,42.5115,-93.3805
Hubbard,Iowa,860,42.3058,-93.3022
Missouri Valley,Iowa,190,41.5592,-95.9028
Little Sioux,Iowa,166,41.8082,-96.0272
Chester,Iowa,48,43.4916,-92.364
Bode,Iowa,304,42.868,-94.2863
Livermore,Iowa,383,42.8681,-94.1841
Battle Creek,Iowa,700,42.317,-95.6
Oxford,Iowa,229,41.7228,-91.7911
Marengo,Iowa,2435,41.7961,-92.0675
Monmouth,Iowa,129,42.0751,-90.8822
Baxter,Iowa,1002,41.8252,-93.1525
Iowa City,Iowa,80,41.6559,-91.5303
Tipton,Iowa,340,41.7701,-91.1283
Solon,Iowa,55,41.8055,-91.4961
Solon,Iowa,300,41.8055,-91.4961
Oxford,Iowa,84,41.7228,-91.7911
Iowa City,Iowa,85,41.6559,-91.5303
Iowa City,Iowa,59,41.6559,-91.5303
Tipton,Iowa,400,41.7701,-91.1283
Oxford,Iowa,48,41.7228,-91.7911
Tiffin,Iowa,1300,41.7064,-91.6583
Iowa City,Iowa,155,41.6559,-91.5303
Tiffin,Iowa,915,41.7064,-91.6583
North Liberty,Iowa,20491,41.7438,-91.6112
Tipton,Iowa,1300,41.7701,-91.1283
Oxford,Iowa,722,41.7228,-91.7911
Walford,Iowa,108,41.8799,-91.8306
Solon,Iowa,155,41.8055,-91.4961
Tipton,Iowa,43,41.7701,-91.1283
Solon,Iowa,25,41.8055,-91.4961
Oxford,Iowa,25,41.7228,-91.7911
Tiffin,Iowa,4512,41.7064,-91.6583
Anamosa,Iowa,1230,42.1091,-91.2758
Wyoming,Iowa,100,42.0595,-91.0052
Monticello,Iowa,4040,42.2298,-91.1861
Monticello,Iowa,157,42.2298,-91.1861
Morley,Iowa,98,42.0061,-91.2459
Wyoming,Iowa,651,42.0595,-91.0052
Sigourney,Iowa,60,41.334,-92.2044
Humboldt,Iowa,60,42.7229,-94.2241
Lakota,Iowa,267,43.3786,-94.0963
Whittemore,Iowa,121,43.0635,-94.4253
Lu Verne,Iowa,258,42.9095,-94.0836
Donnellson,Iowa,885,40.6453,-91.5641
Alburnett,Iowa,675,42.1488,-91.6205
Cedar Rapids,Iowa,72,41.9662,-91.6783
Central City,Iowa,1264,42.2023,-91.5247
Troy Mills,Iowa,724,42.2901136,-91.6824915
Ely,Iowa,2328,41.8762,-91.5856
Mount Vernon,Iowa,65,41.9232,-91.4243
Hiawatha,Iowa,72,42.0547,-91.6911
Cedar Rapids,Iowa,150,41.9662,-91.6783
Wapello,Iowa,2096,41.1773,-91.1881
Muscatine,Iowa,126,41.4195,-91.068
Rock Rapids,Iowa,1445,43.4273,-96.1662
Doon,Iowa,619,43.279,-96.2329
Rock Rapids,Iowa,2611,43.4273,-96.1662
Pacific Junction,Iowa,125,41.018,-95.7994
Waterloo,Iowa,152,42.4918,-92.3522
Glenwood Ia,Iowa,285,41.0469437,-95.7425055
Castana,Iowa,103,42.0734,-95.9104
Red Oak,Iowa,5596,41.014,-95.225
Leclaire,Iowa,860,41.5986442,-90.3434618
Los Angeles,Iowa,245,,
Muscatine,Iowa,87,41.4195,-91.068
Tipton,Iowa,296,41.7701,-91.1283
Muscatine,Iowa,55,41.4195,-91.068
Muscatine,Iowa,115,41.4195,-91.068
West Liberty,Iowa,925,41.5727,-91.2623
Paullina,Iowa,1152,42.9798,-95.6835
Sutherland,Iowa,629,42.9729,-95.4952
Ocheyedan,Iowa,439,43.4182,-95.5366
Essex,Iowa,722,40.8327,-95.3038
Shambaugh,Iowa,159,40.6575,-95.0352
Graettinger,Iowa,65,43.237,-94.7504
Mallard,Iowa,257,42.9394,-94.6834
Kingsley,Iowa,1396,42.5864,-95.9679
Merrill,Iowa,717,42.7206,-96.2519
Remsen,Iowa,92,42.8159,-95.9727
Newell,Iowa,123,42.6097,-95.004
Whittemore,Iowa,130,43.0635,-94.4253
Palmer,Iowa,138,42.6301,-94.5985
Whittemore,Iowa,50,43.0635,-94.4253
Ankeny,Iowa,68090,41.7288,-93.6031
Ankeny,Iowa,325,41.7288,-93.6031
Ankeny,Iowa,882,41.7288,-93.6031
Polk City,Iowa,5543,41.7779,-93.7134
Sheldahl,Iowa,307,41.8646,-93.6967
Walnut,Iowa,747,41.4894,-95.2197
Auburn,Iowa,265,42.2496,-94.8777
Eldridge,Iowa,2389,41.639,-90.5809
Blue Grass,Iowa,44,41.5102,-90.7669
Blue Grass,Iowa,65,41.5102,-90.7669
Muscatine,Iowa,100,41.4195,-91.068
Muscatine,Iowa,210,41.4195,-91.068
Davenport,Iowa,125,41.5565,-90.6053
Le Claire,Iowa,42,41.5963,-90.3686
Eldridge,Iowa,173,41.639,-90.5809
Davenport,Iowa,202,41.5565,-90.6053
Calamus,Iowa,156,41.8264,-90.7597
Walcott,Iowa,1551,41.5989,-90.7744
Avoca,Iowa,4250,41.4828,-95.3373
Earling,Iowa,397,41.7763,-95.419
Boyden,Iowa,701,43.1892,-96.0032
Orange City,Iowa,6267,43.0023,-96.0566
State Center,Iowa,105,42.0148,-93.1653
Gilbert,Iowa,1211,42.1062,-93.6461
Story City,Iowa,3357,42.1866,-93.5863
Zearing,Iowa,528,42.1589,-93.2972
Toledo,Iowa,2369,41.9902,-92.5803
Ainsworth,Iowa,511,41.2901,-91.5545
Washington,Iowa,277,41.2981,-91.6928
Kalona,Iowa,45,41.4874,-91.7018
Kalona,Iowa,202,41.4874,-91.7018
Kalona,Iowa,160,41.4874,-91.7018
Kalona,Iowa,55,41.4874,-91.7018
Riverside,Iowa,1060,41.4893,-91.5567
Muscatine,Iowa,405,41.4195,-91.068
Fort Dodge,Iowa,27,42.5098,-94.1751
Fort Dodge,Iowa,160,42.5098,-94.1751
Fort Dodge,Iowa,110,42.5098,-94.1751
Fort Dodge,Iowa,395,42.5098,-94.1751
Fort Dodge,Iowa,168,42.5098,-94.1751
Fort Dodge,Iowa,429,42.5098,-94.1751
Vincent,Iowa,130,42.5917,-94.0198
Manly,Iowa,114,43.2883,-93.2008
Thompson,Iowa,499,43.37,-93.7747
Calmar,Iowa,1125,43.1811,-91.8679
Jackson Junction,Iowa,490,43.1014,-92.0462
Salix,Iowa,295,42.3158,-96.3035
Sioux City,Iowa,85791,42.4959,-96.3901
Hanlontown,Iowa,206,43.2809,-93.3789
Kensett,Iowa,257,43.3534,-93.2108
Goldfield,Iowa,622,42.7356,-93.9179
Rowan,Iowa,121,42.7399,-93.5503
St Maries,Idaho,57,47.3143542,-116.562667
St Maries,Idaho,25,47.3143542,-116.562667
St Maries,Idaho,85,47.3143542,-116.562667
Fernwood,Idaho,495,47.1151,-116.3864
St Maries,Idaho,4038,47.3143542,-116.562667
Sandpoint,Idaho,68,48.2822,-116.5614
Sagle,Idaho,30,48.203207,-116.5655947
Hope,Idaho,180,48.2542,-116.3064
Sandpoint,Idaho,668,48.2822,-116.5614
Sandpoint,Idaho,64,48.2822,-116.5614
Sandpoint,Idaho,1261,48.2822,-116.5614
Priest River,Idaho,141,48.1782,-116.8838
Sagle,Idaho,126,48.203207,-116.5655947
Priest River,Idaho,75,48.1782,-116.8838
Hayden,Idaho,250,47.768,-116.804
Bonners Ferry,Idaho,3367,48.6928,-116.3184
Bonners Ferry,Idaho,28,48.6928,-116.3184
Bonners Ferry,Idaho,98,48.6928,-116.3184
Athol,Idaho,971,47.9469,-116.7079
Coeur D'Alene,Idaho,633,47.704,-116.7936
Kellogg,Idaho,95,47.5371,-116.142
Worley,Idaho,443,47.4007,-116.9193
Coeur D Alene,Idaho,54115,47.6742994,-116.7811531
Athol,Idaho,115,47.9469,-116.7079
Plummer,Idaho,456,47.3301,-116.8849
Hayden,Idaho,9375,47.768,-116.804
Athol,Idaho,3930,47.9469,-116.7079
Spirit Lake,Idaho,480,47.9658,-116.8699
Post Falls,Idaho,158,47.7213,-116.9384
Rathdrum,Idaho,150,47.7948,-116.8944
Coeur D'Alene,Idaho,66,47.704,-116.7936
Post Falls,Idaho,500,47.7213,-116.9384
Rathdrum,Idaho,45,47.7948,-116.8944
Cataldo,Idaho,300,47.5488066,-116.3296149
Port Orchard,Idaho,100,,
Rathdrum,Idaho,50,47.7948,-116.8944
Coeur D'Alene,Idaho,843,47.704,-116.7936
Rathdrum,Idaho,227,47.7948,-116.8944
Worley,Idaho,591,47.4007,-116.9193
Post Falls,Idaho,100,47.7213,-116.9384
Athol,Idaho,88,47.9469,-116.7079
Coeur D'Alene,Idaho,50,47.704,-116.7936
Rathdrum,Idaho,88,47.7948,-116.8944
Athol,Idaho,46,47.9469,-116.7079
Coeur D'Alene,Idaho,37,47.704,-116.7936
Avery,Idaho,114,47.25076,-115.80635
Murray,Idaho,35,47.6271499,-115.8584985
Kellogg,Idaho,6098,47.5371,-116.142
Lenore,Idaho,40,46.5085066,-116.5509813
Pierce,Idaho,467,46.4931,-115.7995
Orofino,Idaho,200,46.4866,-116.2572
Clearwater,Idaho,80,46.7108188,-115.658248
Fenn,Idaho,30,45.9648552,-116.2598183
Cottonwood,Idaho,425,46.051,-116.3498
Kamiah,Idaho,70,46.2269,-116.0283
White Bird,Idaho,125,45.7621,-116.3008
Bovill,Idaho,256,46.8585,-116.3935
Genesee,Idaho,1044,46.5516,-116.9284
Harvard,Idaho,82,46.9173963,-116.7296045
Moscow,Idaho,25,46.7308,-116.9986
Troy,Idaho,850,46.738,-116.7731
Potlatch,Idaho,52,46.9235,-116.8976
Kamiah,Idaho,1495,46.2269,-116.0283
Winchester,Idaho,400,46.2409,-116.6242
Lewiston,Idaho,846,46.3934,-116.9933
Lewiston,Idaho,60,46.3934,-116.9933
Lewiston,Idaho,110,46.3934,-116.9933
Nampa,Idaho,110,43.5844,-116.5638
Nampa,Idaho,30,43.5844,-116.5638
Nampa,Idaho,48,43.5844,-116.5638
Notus,Idaho,75,43.7267,-116.7998
Caldwell,Idaho,109,43.6453,-116.6594
Caldwell,Idaho,300,43.6453,-116.6594
Marsing,Idaho,95,43.5466,-116.8094
Middleton,Idaho,88,43.7113,-116.6157
Notus,Idaho,100,43.7267,-116.7998
Nampa,Idaho,142,43.5844,-116.5638
Nampa,Idaho,42,43.5844,-116.5638
Caldwell,Idaho,90,43.6453,-116.6594
Caldwell,Idaho,100,43.6453,-116.6594
Notus,Idaho,539,43.7267,-116.7998
Los Altos,Idaho,98,43.5786379801599,-116.34162206648244
Middleton,Idaho,70,43.7113,-116.6157
Boise,Idaho,85,43.6005,-116.2308
Caldwell,Idaho,140,43.6453,-116.6594
Nampa,Idaho,35,43.5844,-116.5638
Nampa,Idaho,57,43.5844,-116.5638
Caldwell,Idaho,48,43.6453,-116.6594
Nampa,Idaho,95,43.5844,-116.5638
Caldwell,Idaho,467,43.6453,-116.6594
Nampa,Idaho,155,43.5844,-116.5638
Caldwell,Idaho,245,43.6453,-116.6594
Caldwell,Idaho,88,43.6453,-116.6594
Nampa,Idaho,225,43.5844,-116.5638
Parma,Idaho,42,43.7864,-116.9429
Twin Falls,Idaho,30,42.5645,-114.4613
Emmett,Idaho,40,43.8693,-116.4916
Emmett,Idaho,50,43.8693,-116.4916
Emmett,Idaho,50,43.8693,-116.4916
Payette,Idaho,55,44.0788,-116.9255
Grand View,Idaho,352,42.9839,-116.0917
Marsing,Idaho,1300,43.5466,-116.8094
Bruneau,Idaho,295,42.8766,-115.8001
Fruitland,Idaho,7135,44.0197,-116.922
Fruitland,Idaho,70,44.0197,-116.922
New Plymouth,Idaho,1600,43.9705,-116.8189
Parma,Idaho,230,43.7864,-116.9429
Notus,Idaho,98,43.7267,-116.7998
Payette,Idaho,50,44.0788,-116.9255
Cambridge,Idaho,335,44.5719,-116.6778
Cambridge,Idaho,45,44.5719,-116.6778
Weiser,Idaho,5630,44.2547,-116.9689
Weiser,Idaho,200,44.2547,-116.9689
Meridian,Idaho,36,43.6116,-116.3977
Weiser,Idaho,100,44.2547,-116.9689
Boise,Idaho,100,43.6005,-116.2308
Boise,Idaho,9000,43.6005,-116.2308
Eagle,Idaho,100,43.7223,-116.3866
Boise,Idaho,300,43.6005,-116.2308
Boise,Idaho,430,43.6005,-116.2308
Kuna,Idaho,49,43.488,-116.3933
Meridian,Idaho,200,43.6116,-116.3977
Boise,Idaho,95,43.6005,-116.2308
Kuna,Idaho,55,43.488,-116.3933
Boise,Idaho,200,43.6005,-116.2308
Kuna,Idaho,32038,43.488,-116.3933
Boise,Idaho,70,43.6005,-116.2308
Boise,Idaho,30,43.6005,-116.2308
Hailey,Idaho,135,43.5141,-114.3001
Boise,Idaho,540,43.6005,-116.2308
Eagle,Idaho,70,43.7223,-116.3866
Kuna,Idaho,3309,43.488,-116.3933
Boise,Idaho,270,43.6005,-116.2308
Eagle,Idaho,100,43.7223,-116.3866
"Boise,",Idaho,74,43.6166163,-116.200886
Kuna,Idaho,2204,43.488,-116.3933
Boise,Idaho,750,43.6005,-116.2308
Garden Valley,Idaho,250,44.083,-115.9612
Idaho City,Idaho,163,43.8281,-115.8307
Garden Valley,Idaho,78,44.083,-115.9612
Horseshoe Bend,Idaho,750,43.9165,-116.1997
Idaho City,Idaho,478,43.8281,-115.8307
Boise,Idaho,140,43.6005,-116.2308
Boise,Idaho,65,43.6005,-116.2308
Boise,Idaho,140,43.6005,-116.2308
Nampa,Idaho,40,43.5844,-116.5638
New Plymouth,Idaho,475,43.9705,-116.8189
Garden Valley,Idaho,140,44.083,-115.9612
Aurora,Idaho,108,,
Pocatello,Idaho,85,42.8724,-112.4647
Atlanta,Idaho,91,43.8015666,-115.1267474
Mountain Home,Idaho,50,43.1324,-115.697
Boise,Idaho,243,43.6005,-116.2308
Mountain Home,Idaho,64,43.1324,-115.697
King Hill,Idaho,87,44.5204431,-116.3345874
Provo,Idaho,175,42.086473444259354,-113.72903892553283
Nampa,Idaho,97,43.5844,-116.5638
Mountain Home,Idaho,90,43.1324,-115.697
Mountain Home,Idaho,250,43.1324,-115.697
Mountain Home Afb,Idaho,7500,43.0496,-115.8655
Mountain Home,Idaho,250,43.1324,-115.697
Mountain Home,Idaho,75,43.1324,-115.697
Donnelly,Idaho,237,44.7351,-116.0788
Mccall,Idaho,200,44.9076,-116.1124
Mccall,Idaho,4423,44.9076,-116.1124
Yellow Pine,Idaho,72,44.9623,-115.488
Donnelly,Idaho,400,44.7351,-116.0788
Jerome,Idaho,130,42.7179,-114.5159
Gannett,Idaho,60,43.357,-114.1756
Albion,Idaho,325,42.4098,-113.5806
Twin Falls,Idaho,35,42.5645,-114.4613
Burley,Idaho,60,42.5379,-113.7926
Richland,Idaho,120,42.885063029596196,-112.4588087584567
Burley,Idaho,35,42.5379,-113.7926
Heyburn,Idaho,384,42.5599,-113.7624
Gooding,Idaho,60,42.9373,-114.7134
Eden,Idaho,75,42.6053,-114.209
Buhl,Idaho,4518,42.5984,-114.7596
Castleford,Idaho,275,42.5206,-114.8717
Buhl,Idaho,50,42.5984,-114.7596
Filer,Idaho,2858,42.5679,-114.6115
Twin Falls,Idaho,140,42.5645,-114.4613
Castleford,Idaho,75,42.5206,-114.8717
Murtaugh,Idaho,130,42.4918,-114.1625
Twin Falls,Idaho,56121,42.5645,-114.4613
Buhl,Idaho,220,42.5984,-114.7596
Twin Falls,Idaho,60,42.5645,-114.4613
Pocatello,Idaho,58,42.8724,-112.4647
Pocatello,Idaho,33,42.8724,-112.4647
Blackfoot,Idaho,29,43.194,-112.3454
Shelly,Idaho,100,43.8264798,-113.7263098
Afton,Idaho,225,43.641824150000005,-116.20397775249238
Grace,Idaho,90,42.5756,-111.73
Dayton,Idaho,58,42.1118,-111.9779
